time (Julian Date),wavelength (nm),irradiance (W/m^2/nm),uncertainty (W/m^2/nm),quality (Bit Flag)
2457420.0,364.39,1.072383,0.0028460000175982714,4096
2457420.0,364.80,1.095237,0.0028452000115066767,4096
2457420.0,365.21,1.125315,0.002844699891284108,4096
2457420.0,365.62,1.166841,0.0028444998897612095,4096
2457420.0,366.03,1.194447,0.0028444998897612095,4096
2457420.0,366.44,1.206858,0.002844699891284108,4096
2457420.0,366.85,1.209203,0.002845299895852804,4096
2457420.0,367.27,1.209525,0.002846099901944399,4096
2457420.0,367.69,1.202784,0.0028476999141275883,4096
2457420.0,368.10,1.197222,0.0028490000404417515,4096
2457420.0,368.52,1.193749,0.002850600052624941,4096
2457420.0,368.95,1.194891,0.0028524999506771564,4096
2457420.0,369.37,1.204538,0.0028546000830829144,4096
2457420.0,369.79,1.215782,0.002857099985703826,4096
2457420.0,370.22,1.207958,0.0028597998898476362,4096
2457420.0,370.65,1.196534,0.0028627999126911163,4096
2457420.0,371.08,1.184818,0.0028661000542342663,4096
2457420.0,371.51,1.160211,0.0028697000816464424,4096
2457420.0,371.94,1.123151,0.0028735999949276447,4096
2457420.0,372.38,1.084215,0.0028778999112546444,4096
2457420.0,372.81,1.047496,0.0028822999447584152,4096
2457420.0,373.25,1.015711,0.0028872000984847546,4096
2457420.0,373.69,0.9892051,0.002892300020903349,4096
2457420.0,374.13,0.9825197,0.002897700062021613,4096
2457420.0,374.58,0.9869727,0.002903599990531802,4096
2457420.0,375.02,1.003455,0.0029096000362187624,4096
2457420.0,375.47,1.038056,0.0029160999692976475,4096
2457420.0,375.92,1.087047,0.0029229000210762024,4096
2457420.0,376.37,1.135889,0.0029299999587237835,4096
2457420.0,376.82,1.179363,0.0029374000150710344,4096
2457420.0,377.28,1.22131,0.0029452000744640827,4096
2457420.0,377.73,1.246711,0.0029583999421447515,4096
2457420.0,378.19,1.254381,0.0029670000076293945,4096
2457420.0,378.65,1.251362,0.0029758999589830637,4096
2457420.0,379.11,1.238138,0.0029851000290364027,4096
2457420.0,379.57,1.212031,0.002994700102135539,4096
2457420.0,380.04,1.183942,0.0030048000626266003,4096
2457420.0,380.51,1.149524,0.0030151999089866877,4096
2457420.0,380.98,1.103158,0.003025999991223216,4096
2457420.0,381.45,1.042471,0.003037200076505542,4096
2457420.0,381.92,0.9772185,0.0030487000476568937,4096
2457420.0,382.39,0.9241156,0.003060499904677272,4096
2457420.0,382.87,0.8852493,0.0030728999990969896,4096
2457420.0,383.35,0.8639313,0.0030857000965625048,4096
2457420.0,383.83,0.8659528,0.003098800079897046,4096
2457420.0,384.31,0.8962719,0.0031123000662773848,4096
2457420.0,384.80,0.9362026,0.003126499941572547,4096
2457420.0,385.28,0.9662748,0.003140700049698353,4096
2457420.0,385.77,0.9895156,0.003155600046738982,4096
2457420.0,386.26,1.003377,0.003170900046825409,4096
2457420.0,386.76,1.012132,0.0031868000514805317,4096
2457420.0,387.25,1.018638,0.003202799940481782,4096
2457420.0,387.75,1.031268,0.0032188999466598034,4096
2457420.0,388.25,1.052431,0.003234399948269129,4096
2457420.0,388.75,1.086591,0.003192000091075897,4096
2457420.0,389.25,1.130422,0.0032065000850707293,4096
2457420.0,389.76,1.175436,0.0032206999603658915,4096
2457420.0,390.26,1.203363,0.003233900060877204,4096
2457420.0,390.77,1.199675,0.0032466999255120754,4096
2457420.0,391.29,1.169066,0.003258999902755022,4096
2457420.0,391.80,1.116521,0.0032705001067370176,4096
2457420.0,392.32,1.050701,0.003281499957665801,4096
2457420.0,392.84,0.9938819,0.0032917000353336334,4096
2457420.0,393.36,0.9650116,0.0033013001084327698,4096
2457420.0,393.88,0.9623925,0.003310200059786439,4096
2457420.0,394.40,0.9750156,0.003318399889394641,4096
2457420.0,394.93,0.9944165,0.0033261000644415617,4096
